"Title","EmbedCode","Summary_A","Summary_B","Selection"
"P 2 00023","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/8qzTT9vUJNY"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad features an individual who endorses the candidate and emphasizes that this is no time for an amateur. The ad highlights that now than ever, the White House needs someone who knows civilian government. The ad urges voters to switch to the candidate.","A man describes his thoughts on the upcoming election. He has come to the conclusion to vote for the candidate. Because an amateur would hurt America, and the candidate is an expert in civilian government, the man is voting for him. The man even switched his vote for the candidate.","2;1"
"P 9 147","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/90dTB8FK-70"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement begins with a negative remark about the opposing candidate's focus on speech-making in the election. The sitting president recommends using the virtues of character, ability, responsibility, and experience to evaluate the candidates. He endorses the candidate and his running mate whom he trusts with these values.","The candidate is endorsed by a previous president who discusses four key qualities that are necessary for an individual to be a proper candidate for president: character, ability, responsibility, and experience. The candidate is said to possess these abilities and is thus, deemed the proper individual to vote for. ","3;1"
"P 32 460","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/9va7OvcEjEU"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement depicts an income tax form. The candidate explains that there are many tax loopholes that are not accessible to typical working Americans. However, the wealthiest Americans use these loopholes regularly. He recognizes that these are the Americans who need breaks the least, whereas ordinary Americans need them most.","A tax form is displayed highlighting taxes on manual labor. The ad critiques hidden loopholes benefiting select groups while working Americans are left disadvantaged. The candidate introduces themselves, alleging that loopholes disproportional favor the affluent, leaving hardworking Americans cheated. ","2;1"
"P 8 130","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/CHdozzBzYU0"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","When confronted with an accusation regarding economic stagnation, the candidate responds by pointing to all time increased earning for many Americans. Referencing a past administration marred by inflation, the candidate highlights their own administration's achievement of real wage increases, asserting this financial progress is crucial for peace. ","The candidate discusses how Americans are now earning more than ever compared to the previous administration. He calls this honest economic growth and promotes the idea of growing strong so the country can be at peace, which can only be done with him in office.","1;2"
"P 137 10472","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/F5fYkqCEsRQ"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","A spokesperson for the candidate admits that despite considerable support in a previous election, the candidate's campaign lagged begin financially compared to the well-funding winning opponent. They urge supporters to contribute to the candidate's campaign, ensuring a fair chance at victory. ","The advertisement includes a man explaining that if some of the people who voted for the candidate in the previous election had donated to the campaign, the opposing candidate may not have been elected. By donating now, though, the campaign could offset the big donors the opposing candidate receives.","2;1"
"P 21 300","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/Fa3MJIMXat8"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","Then-Governor Ronald Reagan explains his support for the candidate's presidential ticket. He explains that voting for a third party would be wasting a vote; therefore, he calls for voters to unite under the Republican Party and their support of the candidate. That party allows freedom, action, and change.","Governor Reagan endorses the candidate, asserting that Republicans stand behind him. Concerns about wasted votes in crossing party lines are raises and it is suggested that those seeking genuine change should opt for the Republican candidate, instead of wasting votes on third parties, to ensure progress towards individual freedom and less government dominance. ","3;2"
"P 23 348","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/IYHRMlrEfqU"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad discusses how the opposing candidate wishes to cut many parts of the US defense and military. The candidate being supported does not endorse this and believes in a strong America and peace, which can come from strength. This means investing in the nation's defense program and security, which he firmly believes. ","Visual imagery of toy army men and models is used to depict the opposing candidates plans to reduce military funding, which, a senator claims would undermine national security. The candidate, portrayed alongside military officers as """"Hail to the Chief"""" plays, emphasizes a commitment to negotiating peace from a position of strength. ","3;2"
"P 43 2114","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/KylHex5XlW0"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement includes elderly women describing their experiences with food stamps and assistance programs. They explain that their benefits had been cut, leaving it difficult for them to manage on the little they now receive. The advertisement ends with assurance that the candidate would be able to solve this issue.","Elderly women at a senior home express hardship, mentioning reduced food stamp benefits and insufficient support to meet their needs. They emphasize the impossibility of enduring further cuts to their benefits. Implicitly, the candidate is portrayed as empathetic to these struggles, urging voter support. ","2;1"
"P 58 2460","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/PIY0WGfIdAI"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate describes concern with the current administration's economic policies. In his role as governor, however, he cut excessive government spending and turned a large deficit into a surplus. As president, he would do the same for America, and thus, it is the ideal time for his presidency.","The candidate asserts that Americans are deeply concerned over the economic shortcomings of the past administration. Leveraging his past tenure as a governor, the candidate highlights his success in collaboration between officials and private citizens to reduce government deficits, even achieving surplus and asserts that he could do it again. ","2;1"
"P 156 1228 wm","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/QoT5Ap10p40"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad discusses the difference between the republican candidates and how only one grew up during the Depression, has had wounds from WWII, been a republican leader in the Senate, cut taxes, and reduced wasteful spending. The emphasizes that the candidate is one of the people and understands their needs.","The advertisement outlines the differences between candidates from the same party. The candidate comes from a rural working-class background and has served in the military. He is a leader in the Senate to reduce government spending and taxes. As president and """"one of us,"""" he would meet Americans' needs.","3;2"
"P 218 1380","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/S-jvmoro52E"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The opposing candidate is depicted as a figure on a wind vane, pointing in various directions, symbolizing inconsistency and unreliability. The narrator criticizes the opposing candidates lack of dependability and trustworthiness, recommending voting for the endorsed candidate instead. ","The advertisement displays a wind vane with the head of the opposing candidate atop it. It describes the opponent taking conflicting stances with regard to open housing legislation. It is implied that this shift in opinion is unpredictable and unwanted. The viewers are instead encouraged to vote for the candidate.","2;1"
"P 48 2255","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/S5UWIkD3lQg"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad discusses property taxes and the burden that the opposing candidate will place on families if this is done. It discusses the increase and its repercussions. The ad urges the public to vote for the supporting candidate on election day.","Accompanied by an image of a house, the narrator critiques the opposing candidates' economic plans and suggests that they will shift costs onto local governments through property taxes. A potential tax increase outcome for families of four in Ohio is displayed and voter are urged to vote for the candidate. ","3;1"
"P 214 12337","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/UXKzUIBwoGg"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement begins by explaining that the current president can easily beat his opponent. Americans are interviewed on their opinions of the opposing candidate running for president. They detail not remembering what he accomplished in serving as a state governor, or that he did nothing in his position.","A friendly image depicts the candidate extending a hand. Spokespersons from major cities then assert that the candidate's background positions them to defeat the opposing candidate, citing dissatisfaction with the previous administration's inaction. Former constituents from the opposing candidate's governorship express uncertainty about his accomplishments. ","1;3"
"P 195 12114","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/aZB0aWSQCdE"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate highlights that, at the time, 200 corporations possessed two-thirds of all manufacturing assets, fostering monopolies, job exports, and price fixing. Citing the need for fair competition, the candidate pledged to fight against fixed pricing, advocating for fairer economic practices. ","The candidate discusses corporations and the monopolies they have which leads to them fixing prices. The candidate then argues that competition is needed to keep these corporations from fixing prices and he will be the one to do that if elected.","1;2"
"P 5 00083","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/basW7Xngx6A"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","A children’s doctor endorses the candidate due to the candidate’s platform for federal aid to education. The doctor discusses the candidate’s time as a senator, working for aid, scholarship, and more while the opposing candidate has voted against such measures; thus, the doctor has faith in the candidate’s ability.","A physician introduces his concerns with children’s health, security, education, and futures. He speaks in support of the candidate, mainly due to his public education policies. The physician details the negative education voting record of the opposition candidate. He broadens his full support to the candidate’s stance on other policies.","3;2"
"P 293 14367","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/bdC7-aTJ0Xk"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad viewers the candidate who walks through the promises he had made to the public when he was campaigning and how his administration achieved all of those goals. The candidate then urges that more can be done and will be done and America can be bettered by reelecting him. ","The sitting president describes campaign promises made in the past and his success in fulfilling these. He goes on to explain the work left to be done, and how it will be accomplished through his re-election. His plans seek to improve quality of life for Americans and secure America's future. ","2;1"
"P 10 180","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/eCLDRDUTdpc"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The scene depicts a little girl plucking and counting flower petals. It closes in on her face with a man counting down in the background. The countdown leads to explosions, emphasizing the threat of nuclear warfare, especially for children. The candidate elaborates on this fear, explaining peace is necessary instead.","The ad endorses a candidate by portraying how he is willing to do what it takes to make the world a proper place for us all to live in. It emphasizes how the stakes are too high not to vote and how this candidate plays a crucial role. ","1;3"
"P 147 10600 wm","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/gZZ-5MODFj0"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate shows voting records including the votes of other presidential candidates. The opposing candidates had voted to allow racialized busing of students. Instead, Floridians want free choice and neighborhood schools, which the candidates have since changed their minds and support. The candidate already supports this and should be elected.","The candidate displays congressional records and notes that Florida senators have opposed freedom of choice and neighborhood schools in favor of busing for racial balance. Though some have changed their stance due to the public pressure, the candidate urges supporters to contribute to their campaign to further promote these issues. ","3;2"
"P 54 387","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/jV1xNlS-D9s"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate addresses a crowd, with a women in focus, emphasizing his commitment to promoting women's rights during a critical period. The candidate highlights his support for extending legislation on women's rights, positioning himself as the sole advocate among candidates. His slogan reinforces his identity as a unique candidate.  ","The candidate discusses how women are an important part of his constituencies. Further, he emphasizes women's right and the ERA, highlighting that there is only one administration that has worked to get the extension needed to secure ratification. The ad urges viewers to consider the difference between this campaign and the others. ","1;2"
"P 2 30","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/nCoTHLjPdl8"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","In a rendition sung to the tune of """"America the Beautiful,"""" a formally dressed woman encourages voters to support the candidate. The song lauds the candidate's humble origins and achievements, and highlights their commitment to peace amidst other candidates' focus on war. ","A woman sings throughout the advertisement in support of a candidate. She connects him to Abraham Lincoln in being from Illinois and in his leadership abilities. Comparing the candidate to those with military experience, she notes that others are focused on war, while the candidate has a peace mindset.","1;2"
"P 143 5949 wm","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/qMyCSULFmqE"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad features an individual asking what the candidate would do to stop the rising high cost of living. The candidate states he would cut down government spending, keep the size of government down, and ensure that the free competitive enterprise system of America can flourish. ","A man opens with a question for the candidate regarding the worth of a dollar and the cost of living. The candidate responds with ways he would correct mistakes of the current administration. He plans to cut government spending and the size of government, while creating jobs with real wages.","2;1"
"P 17 257","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/t3VInjYfvks"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate discusses how he would differ as president versus his current position as vice president. In addition, he highlights that he would be a leader and take charge of the presidency in his own manner, an approach different than the one he has taken as vice president.","During a National Press Club event in Washington, the candidate emphasizes his role as an individual thinker and collaborative team member to his administration regardless of the fact that he assumes a vice-presidential role. ","3;1"
"P 13 212","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/tiou_m2cLmg"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The question of whether the candidate supports the United Nations is asked. The candidate supports the United Nations but wants to see it come closer to its original purpose, urging that the United States bring a clear foreign policy and demand that all members do its part.","A man opens asking a question about the candidate's thoughts on the United Nations. The candidate explains his support for the United Nations, which is contingent upon it coming closer to its original purpose. He argues that improvements of equal payments, unanimous agreement, and anti-communism should be put in place.","3;1"
"P 10 181","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/txK2TTwiWEc"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad discusses atomic bombs and the threat of them on children. Further, it discusses how the opposing candidate if elected, will threaten the Nuclear Test Ban treaty and start testing bombs again, raising radiation and harming the children of the country once again.","The advertisement depicts a young girl licking an ice cream cone. The audio contrasts the type of America this child would face under the opposing candidate; the child's experience would likely involve harmful testing of atomic weaponry. Under the candidate's administration, however, the child could lead a normal life.","3;2"
"P 8 138","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/uUMbaenVjsI"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate addresses the audience directly, emphasizing the importance of strength, firmness, courage, and peace for the future. The candidate implies that voting for him will allow for the safety and peace of future generations of children. ","The candidate speaks directly to the audience, expressing his concern with being strong and firm with goals of peace in a divided environment. He stresses the importance of long-lasting peace for the country. The advertisement ends with a recommendation to vote for the candidate and his running mate.","1;3"
"P 150 10702","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/vSwQjWJIljc"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad discusses the opposing candidate's defense plan which consists of cutting a portion of the marines, air force, navy, interceptor planes, navy fleet, and carriers. The candidate being supported is against this and believes in a strong America that will come from strength and security.","Visual imagery of toy army men and models is used to depict the opposing candidates plans to reduce military funding, which, a senator claims would undermine national security. The candidate, portrayed alongside military officers as """"Hail to the Chief"""" plays, emphasizes a commitment to negotiating peace from a position of strength. ","1;3"
"P 137 10462","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/wE5VHRf7y7U"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate discusses the issue of busing students with regard to the racial desegregation of schools. No one wants their child to have an inferior education. He outlines his stance: busing when used only to achieve racial balance is wrong, whereas busing to achieve a better education is acceptable.","The candidate discuses busing from an office desk, emphasizing that no parents desire an inferior education for their child. The candidate asserts that busing should not be used to achieve racial balance but to ensure access to better schools for all children.  ","1;2"
"P 210 12268","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/wXOVxtu_teA"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","Directly addressing the viewer, the candidate critiques the opposing party's TV commercials claiming high employment, economic health, and effective leadership, contrasting with their own experience. Highlighting the reality of persisting negative circumstances, the candidate calls for collaborative efforts to enact change under his leadership. ","The candidate discusses the republicans who say the economy is healthy, employment is high, and our leadership is great. The candidate argues that what he sees is not this and that the reality is far from what the republicans say. But with him, the country can work together to fix this.","3;1"
"P 2 28","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/xsJvMNSbxcI"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","A woman sings throughout the advertisement in opposition of three candidates. She humorously explains that their policies are unacceptable for anyone. Electing such men, she notes, will create regrettable results for the country. The advertisement aims to entertain the audience with vague, snide remarks about the candidates.","A formally dressed women mocks three opposing candidates for their perceived incompetence in song, speaking directly to the audience. The song adopts a light-hearted tone as it uses humor to critique the candidates' shortcomings and faults. ","3;2"
"P 147 10624 wm","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/ysu1KM7ZPds"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement begins at a rally of the opposing candidate. The candidate explains that he was a supporter at that rally, but the opposing candidate has not followed through on his promises since being in office. The candidate, however, would keep his promises if elected, and Americans would win.","A convention hall is depicted, initially filled with cheering supporters of the opposing candidate, then shown empty. The candidate appears and acknowledges past support for the opposing candidate but criticizes their failure to fulfill promises during their administration. Emphasizing a commitment to keeping promises, the candidate seeks support from viewers. ","2;1"
